talk_id,title,description,speaker,recorded_date,published_date,event,duration,topic_names,views,files
98643,Is capitalism actually broken?,"People have become increasingly worried that the threats we face today, like climate change and rising inequality, can't be solved by a capitalist economic system. So, is that true? And if it is, can we fix capitalism or do we need to tear the system down and build a new one from scratch? Explore the different types of capitalism and the role it plays in our society. [Directed by Lorenzo Mercanti, AIM Creative Studios, narrated by George Zaidan, music by André Aires].", TED-Ed,2022-11-01,2022-11-01T15:02:49Z,TED-Ed,383,"economics,education,money,government,TED-Ed,capitalism,animation",1115700,
98385,Do you really need 8 hours of sleep every night?,"When you can't sleep, you're desperate for help. And there's a booming industry waiting to tell you all the ways a lack of sleep can ruin your health -- and to sell you fancy gadgets to help you finally doze off. Shedding light on this flawed doomsday messaging, Dr. Jen Gunter explains why you shouldn't lose sleep over sleep -- and what to do instead. (For more on how your body works, tune in to her podcast, Body Stuff with Dr. Jen Gunter, from the TED Audio Collective.)",Jen Gunter,2022-10-19,2022-11-02T14:36:07Z,Body Stuff with Dr. Jen Gunter,233,"science,health,marketing,shopping,sleep,human body",4559483,
98461,A moral blueprint for reimagining capitalism,"We know capitalism exacerbates injustice and inequality worldwide. So how can we fix it? Professor and social entrepreneur Manish Bhardwaj thinks we need to integrate ""moral clarity"" -- which he defines as ""doing the right thing because it is right, and not from fear of sanction or in expectation of reward"" -- into society at a foundational level. In this practical talk, he explains how to use the language of moral clarity as a compass for organizations, communities and our personal lives -- and how it could help create a more just world.",Manish Bhardwaj,2022-04-10,2022-11-03T14:48:15Z,TED2022,852,"business,economics,social change,community,leadership,capitalism,ethics",1432078,
99262,Could one vaccine protect against everything?,"There's a vaccine being developed now that would protect you against every strain of the flu— even ones that don't exist yet. But influenza is constantly mutating, so is a universal vaccine even possible? And how do you design a vaccine that will be effective against future strains? Explore how scientists are developing new ways to help our immune systems fight viruses. [Directed by Igor Coric, Artrake Studio, narrated by George Zaidan, music by Nikola Radivojevic]. ", TED-Ed,2022-11-03,2022-11-03T15:31:57Z,TED-Ed,325,"education,disease,health,health care,medicine,illness,public health,Vaccines,medical research,TED-Ed,animation",295683,
98149,TED Countdown Dilemma Series: Carbon credits [Session 1],"Session 1 of TED's Countdown Dilemma Series from June 2022 features scientists, activists, artists, frontline community leaders and more debating the role of carbon credits in a net-zero future. This session focuses on the science of carbon credits, how the current system is failing and various perspectives on how to address these challenges. (Featuring, in order of appearance: Lindsay Levin, David Biello, Bill Sharpe, Gail Whiteman, Eli Mitchell-Larson, James Dyke, Gilles Dufresne, Kavita Prakash-Mani, Susan Chomba, Antti Vihavainen, Olivia Lazard, Gabriel Kra, Tamara Toles O'Laughlin, Benje Williams)",TED Countdown,2022-06-15,2022-11-04T14:20:12Z,TED Countdown Dilemma Series,4942,"climate change,environment,science,sustainability,technology,business,pollution,Countdown",4633,
98150,TED Countdown Dilemma Series: Carbon credits [Session 2] ,"Session 2 of TED's Countdown Dilemma Series from June 2022 features scientists, activists, artists, frontline community leaders and more debating the role for carbon credits in a net-zero future. (Featuring, in order of appearance: Lindsay Levin, Nicole Ng, Derik Broekhoff, Oliver Geden, Elizabeth Willmott, Noorie Rajvanshi, Aaron Rutkoff, Gabrielle Walker, Annette Nazareth, Tasso Azevedo, Mowgli Holmes, David Fenton, Nyombi Morris, Rod Carr, Suzi Kerr, Genevieve Guenther)",TED Countdown,2022-06-15,2022-11-04T14:20:16Z,TED Countdown Dilemma Series,4084,"climate change,environment,science,sustainability,technology,business,pollution,Countdown",2383,
99322,"Is there a role for carbon credits in the transition to a fair, net-zero future?","In June 2022, TED's climate initiative, Countdown, launched its Dilemma Series: events designed to look at some of the ""knots"" in the climate change space, where diverging positions have stalled progress and solidified into an inability to collaborate across differences. The event focused on the question: Is there a role for carbon credits in the transition to a fair, net-zero future? Through TED Talks and conversations featuring scientists, CEOs, activists, politicians, artists, frontline community leaders, investors and more, this film offers a 360-degree view of carbon credits -- a contentious subject that prompted some discomfort, disagreement and, ultimately, a renewed sense of possibility. It's an invitation to listen deeply, keep an open mind and get a little wiser on a complex topic. (Featuring, in order of appearance: Tamara Toles O'Laughlin, John Kilani, Nat Keohane, Julio Friedmann, Donnel Baird, Nili Gilbert, Al Gore, Inés Yábar, James Dyke, Tom Rivett-Carnac, Lindsay Levin, David Biello, Gilles Dufrasne, Kavita Prakash-Mani, Susan Chomba, Gabrielle Walker, Derik Broekhoff, Annette Nazareth)",TED Countdown,2022-06-15,2022-11-04T14:57:42Z,TED Countdown Dilemma Series,2185,"climate change,environment,science,sustainability,technology,business,pollution,Countdown",1494273,
99784,5 lessons on building an emissions-free city,"Confronting climate change makes for better cities and a better quality of life, says Heidi Sørensen, director of the climate agency for the city of Oslo, Norway. From construction sites without noise pollution to fully electric transportation, she details the exciting green transition happening in her city. The Norwegian capital's ambitious goal of reducing 95 percent of its carbon emissions by 2030 is driven by a unique policy approach: a world-first carbon budget, which works side by side with the financial budget and clearly states what needs to be done, by whom and when for the city to reach its climate goals. She shares five crucial lessons Oslo has learned along the way to creating a better city for everyone -- and what it could mean for the rest of the world.",Heidi Sørensen,2022-10-03,2022-11-07T15:44:50Z,TED Countdown London Session 2022,914,"climate change,environment,politics,science,cities,urban planning,social change,energy,pollution,humanity,Countdown,renewable energy",1349414,
98701,The future of machines that move like animals,"Imagine a boat that propels by moving its ""tail"" from side to side, just like a fish. That's the kind of machine that TED Fellow Robert Katzschmann's lab builds: soft-bodied robots that imitate natural movements with artificial, silent muscles. He lays out his vision for machines that take on mesmerizing new forms, made of softer and more lifelike materials -- and capable of discovering unknown parts of the world.",Robert Katzschmann,2022-04-10,2022-11-08T15:46:10Z,TED2022,450,"science,technology,engineering,invention,robots,nature,TED Fellows",1381540,
97714,How do we determine the value of a life?,"To protect against a possible resurgence of smallpox, the US government is funding research to improve treatments and vaccines. And since it's unethical to expose people to a highly lethal virus, labs are using monkeys as research subjects. But is it right to harm these animals to protect humanity from a potential threat? Rebecca L. Walker takes a look at this classic ethical dilemma. [Directed by Sharon Colman, narrated by Alexandra Panzer, music by Miguel d'Oliveira].",Rebecca L. Walker,2022-11-08,2022-11-08T16:01:50Z,TED-Ed,345,"education,animals,medical research,TED-Ed,animation,ethics",747699,
98390,The truth about yeast in your body,"Sugar intake gets blamed for a lot of health issues -- but when it comes to yeast infections, it's almost definitely not the culprit. Debunking myths (and strongly suggesting we skip heavily-marketed detox cleanses), Dr. Jen Gunter explains why having some yeast in the body is normal, how to know when it's a problem -- and what to (safely) do about it. For more on how your body works, tune into her podcast, Body Stuff with Dr. Jen Gunter, from the TED Audio Collective.",Jen Gunter,2022-11-02,2022-11-09T15:11:06Z,Body Stuff with Dr. Jen Gunter,187,"health,health care,illness,human body",297374,
99025,How global virtual communities can help kids achieve their dreams,"How do we make historically exclusive fields like classical music, fine arts or academic research more accessible to everyone? Education equalizer and violist Matthew Garcia thinks one way to remove barriers is to create free, virtual education programs that connect talented young minds to the resources they need to thrive in their future careers. Learn more about the power of virtual nonprofits to overcome geographic borders and deliver opportunity -- and how you can help every kid reach their dreams.",Matthew Garcia,2022-09-08,2022-11-09T15:57:37Z,TED Salon Bezos Scholars,538,"technology,education,innovation,social change,Internet,teaching,inclusion",1304966,
100415,4 things all great listeners know,"It's easy to tell when someone's not paying attention, but it can be surprisingly tricky to know what good listening looks like. Good listening is one of the most important things we can do to improve our relationships, develop our worldview, and potentially change people's minds. So what can we do to become better listeners? Dig into different strategies that can improve your listening skills. [Directed by Maryna Buchynska, and action agency, narrated by Jack Cutmore-Scott, music by Salil Bhayani, cAMP Studio].", TED-Ed,2022-11-21,2022-11-21T16:11:07Z,TED-Ed,286,"education,psychology,relationships,communication,TED-Ed,animation",1816612,
100183,3 steps to build peace and create meaningful change,"As the child of Holocaust survivors and a World War II refugee herself, peace builder Georgette Bennett was stunned by the human toll and tragedy of the Syrian civil war. She got to work, bringing together historical enemies to build an aid pipeline from Israel to Syria -- a feat many considered impossible, but has since helped millions. Through this inspiring story of unlikely partnership, Bennett shares three steps for creating change and invites all of us to take action when we see someone in need.",Georgette Bennett,2022-04-10,2022-11-22T15:58:27Z,TED2022,638,"collaboration,social change,religion,humanity,compassion,refugees,human rights",1425723,
100294,Why plague doctors wore beaked masks,"The year is 1656. Your body is wracked by violent chills. Your head pounds and you're too weak to sit up. In your feverish state, you see a strange-looking man wearing a beak-like mask, his body covered from head to toe. Without seeing his face, you know: you have the plague. So, where did these iconic outfits come from? Stephanie Honchell Smith explores the history of plague doctors. [Directed by Anton Bogaty, narrated by George Zaidan, music by Samuel Bellingham].", TED-Ed,2022-11-22,2022-11-22T16:07:36Z,TED-Ed,314,"education,disease,history,medicine,pandemic,TED-Ed,animation",1452253,
98395,How vaccines are developed -- and why they're safe,"Bringing transparency to how a vaccine becomes a vaccine, Dr. Jen Gunter breaks down research, development and testing that makes these life-saving therapeutics safe -- long before they reach your local pharmacy. For more on how your body works, tune in weekly to her podcast Body Stuff with Dr. Jen Gunter, from the TED Audio Collective. ",Jen Gunter,2022-11-23,2022-11-23T15:08:06Z,Body Stuff with Dr. Jen Gunter,401,"health,health care,Vaccines,virus,medical research",309475,
100241,Whose land are you on? What to know about the Indigenous Land Back movement,"Land thrives in Indigenous hands, and there are real, tangible ways you can help return what was stolen by colonizers from tribes across North America. Indigenous scholar Lindsey Schneider addresses the ill-gotten legacy of settler colonialism with an introduction to the Land Back movement: the push to return stewardship of the Earth to its rightful guardians and restore balance to ecosystems for generations to come.",Lindsey Schneider,2022-04-30,2022-11-23T16:12:03Z,TEDxMileHigh,566,"environment,social change,nature,activism,TEDx,policy,conservation,indigenous peoples",1373477,
100637,The fight for freedom in Iran and Ukraine,"Neutrality isn't an option when it comes to the fight for personal and political freedom, says world-trotting journalist Christiane Amanpour. Offering context on some of the most significant stories impacting the world today, Amanpour details her experience covering the women-led protests ignited by the death of Mahsa Amini in Iran and shares insights on the war against totalitarianism in Ukraine, revealing realities missing from global reporting. (This conversation, hosted by TED current affairs curator Whitney Pennington Rodgers, was part of an exclusive TED Membership event on November 21, 2022. Visit ted.com/membership to become a TED Member.)",Christiane Amanpour,2022-11-21,2022-11-28T16:04:48Z,TED Membership,1795,"global issues,politics,social change,women,humanity,journalism,human rights,equality,TED Membership",1383484,
99729,Why joy is a state of mind,"With infectious energy, singer-songwriter Angélique Kidjo ties together the threads of her legendary career as a creative force and global activist. In conversation with journalist Femi Oke, she discusses how joy powers her music (and sings an incredible impromptu song), details her work spreading educational opportunities to women and girls across Africa and shares her belief that everybody has the power to tap into their potential.",Angélique Kidjo and Femi Oke,2022-10-24,2022-11-28T16:20:05Z,TEDWomen Presents,1040,"music,education,social change,Africa,activism,potential,women,youth,kids",1492640,
99826,How do we create a better economy?,"Can we call any economy ""healthy"" in the face of dwindling resources and growing inequality? What if we cut off our addiction to endless growth, and used a new compass for modern prosperity? One such compass is known as ""doughnut economics,"" which aims to meet the needs of people without overshooting Earth's ecological limits. Explore how this model reframes our economic systems. [Directed by Vicente Nirō, AIM Creative Studios, narrated by Kate Raworth and George Zaidan, music by André Aires].", TED-Ed,2022-11-29,2022-11-29T19:29:17Z,TED-Ed,348,"economics,education,poverty,TED-Ed,resources,natural resources,animation",492308,
100289,Why you feel anxious socializing (and what to do about it),"In crowds, at parties, meetings, get-togethers with friends, everyday interactions: social anxiety can show up as an unwelcome guest at any time. But why? Psychologist Fallon Goodman digs into the source of social anxiety, setting the record straight about this common condition with practical solutions to help you feel the most authentically ""you"" while out and about.",Fallon Goodman,2021-09-11,2022-11-30T16:21:45Z,TEDxUSF,911,"psychology,relationships,personal growth,mental health,TEDx",1828855,
100479,How to tackle the stigma of living with HIV,"After his HIV diagnosis, former pro rugby player Gareth Thomas set out on a mission to tackle the stigma and shame that prevent people from getting the testing and care they need. In this empowering talk, Thomas shares his mission to demystify and redefine what it means to live with HIV -- and shares how each of us can normalize conversations around all vilified conditions.",Gareth Thomas,2022-09-15,2022-12-01T15:38:32Z,TED@BCG,630,"social change,disease,health,illness,society,human body",1465479,
98103,The Taj Mahal: A monument to eternal love,"It's 1631. Mumtaz Mahal, beloved wife of Emperor Shah Jahan, is giving birth to their 14th child. A healthy girl is born, but Mumtaz dies soon after. Sobbing uncontrollably, the emperor decides to build a tomb worthy of his queen: a replica of paradise to embody their love and project the power of the Mughal Empire for all time. Stephanie Honchell Smith details the construction of the Taj Mahal. [Directed by Jeff Le Bars, Jet Propulsion, narrated by Alexandra Panzer, music by Stephen LaRosa].",Stephanie Honchell Smith,2022-12-01,2022-12-01T16:03:21Z,TED-Ed,332,"design,engineering,architecture,education,history,ancient world,TED-Ed,animation",680765,
96681,"""Go(l)d"" / ""Black Truck""","Singer-songwriter Mereba delivers a divinely captivating performance, evoking messages of resilience and triumph in the face of adversity.",Mereba,2022-04-10,2022-12-02T15:52:04Z,TED2022,462,"entertainment,music,performance",8643,
99177,A disability-inclusive future of work,"One billion people worldwide are living with a disability, and too many of them are left unemployed or feeling like they need to hide their conditions due to discriminatory hiring practices, says social innovator and TED Fellow Ryan Gersava. With a focus on healing and disclosure, he created an online school to provide people like him with the technical skills and employment aid they need to thrive. Now he's calling for every company to initiate efforts to welcome and support those with disabilities, creating a future of work that leaves no one behind.",Ryan Gersava,2022-04-10,2022-12-02T15:58:19Z,TED2022,352,"social change,work,personal growth,humanity,disability,inclusion,human rights",1340006,
101216,"Plankton, space, Earth and us","Why would a spacefaring organization like NASA be looking down at the ocean's microscopic ecosystem? Bridget Seegers of NASA's Ocean Ecology Lab explains why, delving into the ways plankton serve as a barometer for Earth's health while influencing everything from human health to our food supply. ",Bridget Seegers,2022-05-20,2022-12-02T18:40:41Z,TEDxMiami,580,"climate change,science,NASA,health,ocean",30074,
99865,How can we escape soaring energy bills? Stop using fossil fuels,"As oil and gas companies continue to make record profits off of the same forces driving climate chaos, war and soaring energy bills, it's become clear that boom times for the fossil fuel industry are bad times for the rest of us, says climate change lawyer Tessa Khan. She asks us to consider the true cost of our reliance on fossil fuels, outlining why the transition to safer, cleaner forms of energy has never been more urgent.",Tessa Khan,2022-10-05,2022-12-05T15:52:16Z,TED Countdown Dilemma Series,375,"climate change,environment,sustainability,business,energy,money,Countdown,fossil fuels",1243041,
101084,Demystifying the wild world of crypto,"Is crypto truly the next big thing, or is it just a money-sucking flash in the pan? In a wide-ranging interview, journalist Laura Shin explains what crypto is (and what it definitely isn't), taking us through the most recent turns in its constantly evolving story -- including the recent meltdown caused by the bankruptcy of FTX. (This conversation, hosted by TED tech curator Simone Ross, was part of an exclusive TED Membership event on November 30, 2022. Visit ted.com/membership to become a TED Member.)",Laura Shin,2022-11-30,2022-12-05T16:02:18Z,TED Membership,3388,"technology,innovation,future,society,money,cryptocurrency,TED Membership,NFTs",412334,
100914,How to tap into your awareness -- and why meditation is easier than you think,"Meditation asks you to slip into a state of serene presence. But why does something that sounds effortless often feel so difficult? In this lighthearted invitation, spiritual leader Yongey Mingyur Rinpoche shares three steps to help you accept the ebb and flow of your emotions and learn to meditate anytime, anywhere.",Yongey Mingyur Rinpoche,2022-04-10,2022-12-06T15:27:49Z,TED2022,656,"love,personal growth,self,humanity,compassion,empathy,meditation,emotions",2387361,
100243,How will AI change the world?,"In the coming years, artificial intelligence is probably going to change your life— and likely the entire world. But people have a hard time agreeing on exactly how AI will affect our society. Can we build AI systems that help us fix the world? Or are we doomed to a robotic takeover? Explore the limitations of artificial intelligence and the possibility of creating human-compatible technology. [Directed by Christoph Sarow, AIM Creative Studios, narrated by George Zaidan and Stuart Russell, music by André Aires]. ", TED-Ed,2022-12-06,2022-12-06T16:01:49Z,TED-Ed,339,"technology,education,future,AI,TED-Ed,animation",1956090,
101215,How Indigenous guardians protect the planet and humanity,"""If we take care of the land, the land takes care of us,"" says Indigenous leader Valérie Courtois. As climate change continues to devastate the planet, Indigenous guardians are helping to honor our responsibility to the land, monitoring water quality, conducting research and working to restore key species. Courtois invites us all to support the guardians working to ensure that humanity has a future on Earth -- and to discover that healing the land can transform us as well.",Valérie Courtois,2022-09-22,2022-12-07T15:59:25Z,TED Salon Nia Tero,836,"climate change,environment,social change,humanity,conservation,indigenous peoples",1296284,
99753,How great leaders take on uncertainty,"In a constantly changing world, it's impossible for leaders to provide employees with the assurance they want, says Vimeo CEO Anjali Sud. Her solution: lead with humanity and flexibility. In conversation with veteran journalist Stephanie Mehta, Sud discusses her experience connecting remote employees worldwide, addressing burnout and adapting company practices for the needs of the next generation. Hear her vision for the future of work and ideas on how to be a leader that empowers others.",Anjali Sud and Stephanie Mehta,2022-10-24,2022-12-08T16:00:40Z,TEDWomen Presents,1395,"business,innovation,future,leadership,work,women in business,work-life balance",1452836,
101747,The internet's accessibility problem -- and how to fix it,"The internet provides access to knowledge for billions across the world, but how accessible is it really? Website accessibility advocate Clive Loseby sheds light on why many parts of the web are closed off to those with disabilities -- and lays out some steps to make being online better for everyone.",Clive Loseby,2022-03-02,2022-12-21T16:23:47Z,TEDxLukelyBrook,812,"technology,design,TEDx,Internet,disability",956291,
100478,Africa's path to clean mobility -- driven by motorcycles,"A lack of infrastructure in parts of Africa has made unregulated, gas-powered motorcycle taxis widespread -- a system that gets people where they need to be, but heavily pollutes the air and excludes drivers from the formal economy. TED Fellow and entrepreneur Adetayo Bamiduro offers his vision for a cleaner, more equitable future, where an electric motorcycle service helps green Africa's transportation and transform the lives and livelihoods of drivers.",Adetayo Bamiduro,2022-04-10,2022-12-22T16:00:55Z,TED2022,312,"climate change,transportation,innovation,social change,Africa,pollution,poverty,potential,TED Fellows",916937,
101989,3 ways to end a virus,"Viruses are wildly successful organisms. There are about 100 million times as many virus particles on Earth as there are stars in the observable universe. Even so, viruses can and do go extinct. So, what is the possibility of the virus that causes COVID-19 going extinct? Explore the three main ways viruses can be driven to extinction. [Directed by Anton Bogaty, narrated by George Zaidan]. ", TED-Ed,2022-12-22,2022-12-22T16:08:33Z,TED-Ed,349,"science,education,disease,medicine,Vaccines,virus,medical research,pandemic,TED-Ed,animation,coronavirus",479423,
102444,The history of a name,"Can identity withstand generational trauma? ""Five generations of enslavement had not destroyed their belief in themselves,"" says retired pediatrician Bettye Kearse as she shares the oral historis of her family—from the naming ceremonies of her Ghanian ancestors to her grandmother's enslavement in the house of James Madison. In this captivating talk, Kearse explores how our sense of self (our ""I am"") lies at the center of resilience in the face of racism and oppression.
",Bettye Kearse,2022-07-30,2022-12-29T16:16:14Z,TEDxABQ,654,"Africa,history,women,family,Life",49497,
102451,The value of an eclectic streaming queue,"When you collapse in front of the TV after a long day, do you always end up watching the same few shows and movies the algorithm serves up to everyone? If so, engineer and movie enthusiast Sid Thatham believes you're missing out. Thatham lays out the myriad potential rewards for diversifying your streaming habits and venturing into unexplored corners of the storytelling landscape.",Sid Thatham,2022-03-05,2023-01-02T16:51:47Z,TEDxUCincinnati,886,"culture,entertainment,storytelling,film,language",26637,
99178,How to design climate-resilient buildings,"Architecture can't ignore the realities of climate change. For time-tested solutions that perform under extreme conditions, designer Alyssa-Amor Gibbons says we should look to traditional buildings. Taking us to her home of Barbados, where the hurricane season is unforgiving and freak storms are becoming more frequent, Gibbons points to the brilliance of endemic designs that are built to work with nature -- rather than against it.",Alyssa-Amor Gibbons,2022-04-10,2023-01-03T15:16:05Z,TED2022,851,"climate change,global issues,design,architecture,humanity,weather,indigenous peoples,Countdown",1143847,
101891,Why do you want to squeeze cute things?,"Watching a kitten fumbling around, it might feel as if you've never encountered anything so devastatingly adorable in your mortal life. You may want to pet its soft fur and kiss its tiny head. But you may also feel the conflicting urge... to squeeze or smush the kitten, maybe even stuff it in your mouth. What is this peculiar phenomenon? Joshua Paul Dale explores the urge known as cute aggression. [Directed by Oksana Kurmaz, narrated by Jack Cutmore-Scott, music by Jan Willem de With].",Joshua Paul Dale,2023-01-03,2023-01-03T16:01:48Z,TED-Ed,329,"science,education,health,evolution,psychology,brain,TED-Ed,animation,emotions",1234718,
102438,How to do laundry when you're depressed,"Ever had a hard time doing daily household tasks -- cooking, cleaning, laundry -- and felt like a terrible person for struggling in the first place? Therapist KC Davis is here to flip that negative internalized script with a simple yet perspective-shifting fact that may change your approach to life. Learn a gentler, more practical approach to mental health as Davis shares hard-won wisdom and helpful shortcuts on how to get by when you feel like you've barely got it together.",KC Davis,2022-08-06,2023-01-04T16:44:32Z,TEDxMileHigh,777,"psychology,personal growth,mental health,compassion,TEDx",1658607,
101780,The habit that could improve your career,"Paul Catchlove believes strongly in the power of reflection. Through every career he's held -- from priest to opera singer to senior management consultant -- he's benefitted from a habit of considering and analyzing his goals, needs and performance. Learn more about how a regular practice of reflection can improve your decision-making, career and relationships.",Paul Catchlove,2022-09-15,2023-01-05T15:59:22Z,TED@BCG,658,"relationships,personal growth,decision-making,self,identity,mindfulness,worklife",2066226,
97571,Why do beavers build dams?,"Nestled in the forests of Canada sits the world's longest beaver dam. This 850-meter-long structure is large enough to be seen in satellite imagery and has dramatically transformed the region, creating a pond containing 70 million liters of water. But dams of any size can have huge impacts on their environment. So how exactly do beavers build these impressive structures? Glynnis Hood investigates. [Directed by Keegan Thornhill, narrated by Alexandra Panzer, music by Salil Bhayani, cAMP Studio].",Glynnis Hood,2023-01-05,2023-01-05T16:06:24Z,TED-Ed,265,"science,engineering,education,animals,biology,biomimicry,biodiversity,TED-Ed,animation",409391,
101984,How to harness the ancient partnership between forests and fungi,"If we want to better understand the environment and combat climate change, we need to look deep underground, where diverse microscopic fungal networks mingle with tree roots to form symbiotic partnerships, says microbiologist Colin Averill. As we learn more about which of these fungi are most beneficial to forest health, we can reintroduce them into the soil -- potentially enhancing the growth and resilience of carbon-trapping trees and plants. Hear more about the emerging science aiming to supercharge forest ecosystems, one handful of soil at a time.",Colin Averill,2022-10-03,2023-01-06T15:59:22Z,TED Countdown London Session 2022,727,"climate change,science,sustainability,nature,biology,biodiversity,microbiology,trees,microbes,natural resources,fungi,Countdown",1694136,
100490,What the discovery of exoplanets reveals about the universe,"What are the planets outside our solar system like? Astrophysicist and TED Fellow Jessie Christiansen has helped find thousands of them (and counting), and the variety is more wonderful and wild than you might imagine. She shares details on the trends emerging from the data -- including the intriguing possibility of ""super-Earths"" -- and what the discovery of exoplanets means for existential questions like: Where do we come from, and how did we get here?",Jessie Christiansen,2022-04-10,2023-01-09T15:49:45Z,TED2022,360,"science,technology,NASA,astronomy,universe,Planets,space,TED Fellows,discovery,solar system,telescopes",1372480,
102335,The secret to a happy life — lessons from 8 decades of research,"The happiest and healthiest people are those who have warm connections with others, says psychiatrist Robert Waldinger, who leads the Harvard Study of Adult Development -- one of the longest-running studies of adult life ever conducted. Exploring the crucial link between social bonds and quality of life, he shares wisdom and insights into how to identify and strengthen the relationships that impact your well-being most. When it comes to the people in your inner circle, ""Turn toward the voices that make you feel more open and more inclusive,"" he says. (This conversation, hosted by TED current affairs curator Whitney Pennington Rodgers, was part of an exclusive TED Membership event. Visit ted.com/membership to become a TED Member.)",Robert Waldinger,2022-11-09,2023-01-10T15:34:23Z,TED Membership,1722,"science,health,psychology,happiness,personal growth,brain,humanity,mental health,emotions,TED Membership",2940459,
97627,History vs. Thomas Jefferson,"Thomas Jefferson, founding father of the United States and primary author of the Declaration of Independence, was part of America's fight for freedom and equality. But in his personal life, he held over 600 people in slavery. Are his enlightened principles outweighed by his participation in a greater injustice? Frank Cogliano puts this controversial figure on trial in History vs. Thomas Jefferson. [Directed by Brett Underhill, PorkchopBob Studio, narrated by Addison Anderson, music by Stephen LaRosa].",Frank Cogliano,2023-01-10,2023-01-10T16:02:30Z,TED-Ed,352,"culture,education,history,leadership,United States,Slavery,TED-Ed,animation",479706,
102024,Why nurses are key to medical innovation,"Nurses represent the front line of health care -- from first breaths to last moments, and everything in between. But there's a vital place nurses are missing in action, says Ben Gran. He makes a compelling case for integrating their invaluable insights and experience into health tech innovation to help make care (and the process of providing it) better for generations to come.",Ben Gran,2022-04-09,2023-01-11T16:05:04Z,TEDxOulu,972,"technology,innovation,health,health care,TEDx,medical research",1531919,
102831,The sustainable brilliance of Indigenous design,"When human rights advocate Manu Peni returned to Papua New Guinea from abroad, he built a home for himself using modern techniques -- and promptly learned a harsh lesson on how the newest ideas aren't always the best ideas. Peni calls for us all to rethink who we consider experts, particularly when it comes to building in the face of climate change, showing how Indigenous wisdom must work in harmony with new science and technology if we want to create a sustainable future.",Manu Peni,2022-09-22,2023-01-12T15:59:11Z,TED Salon Nia Tero,714,"climate change,environment,sustainability,design,architecture,social change,weather,indigenous peoples",1380358,
98073,The bizarre world of parasitic wasps,"A cockroach and jewel wasp are locked in battle. The wasp latches onto the cockroach and inserts her stinger into the cockroach's brain, where her venom blocks its fight-or-flight response. Now, the cockroach is essentially a zombie, and its carcass will be used to grow the wasp's offspring. Miles Zhang explores the gruesome evolutionary strategy known as parasitoidism. [Directed by Denys Spolitak, narrated by Jack Cutmore-Scott, music by Salil Bhayani, cAMP Studio].",Miles Zhang,2023-01-12,2023-01-12T16:04:12Z,TED-Ed,332,"science,education,biology,insects,TED-Ed,animation",525532,
100543,How bad data traps people in the US justice system,"Right now, hundreds of thousands of people are ""stuck"" in the US criminal justice system. They've completed all of their requirements for release, but nobody knows it because the system is run on old databases that don't talk to each other. TED Fellow Clementine Jacoby describes how we can fix it -- bringing thousands of people home, reducing costs and improving public safety along the way.",Clementine Jacoby,2022-04-10,2023-01-13T15:49:41Z,TED2022,370,"social change,United States,crime,prison,TED Fellows,data,justice system",1429359,
103236,How to recognize privilege – and uplift those without it,"Depending on your lot in life, you may see the status quo as a result of unearned privilege or a simple reflection of merit. Backed by statistics and personal stories, lawyer Mariam Veiszadeh offers a much-needed perspective check on the quasi-equality touted in business today, calling for real change in workplace diversity and inclusion that routs out biases rather than replicating them.",Mariam Veiszadeh,2017-06-15,2023-01-17T16:12:05Z,TEDxSydney,925,"business,social change,race,leadership,work,TEDx,worklife",1429470,
101782,Mao Zedong's infamous mango cult,"In August 1968, factory workers overheard news of a mandatory meeting. Whispered rumors described shipments of a gift from the country's Communist leader, Chairman Mao Zedong. And sure enough, managers soon distributed a gift to every factory worker– a glass box encasing a golden wax replica of a mango. What was the meaning behind this unusual offering? Vivian Jiang investigates. [Directed by Kayu Leung, narrated by Pen-Pen Chen].",Vivian Jiang,2023-01-17,2023-01-17T16:12:20Z,TED-Ed,371,"culture,politics,education,food,history,china,government,TED-Ed,animation",539304,
102334,How Black queer culture shaped history,"Names like Bayard Rustin, Frances Thompson and William Dorsey Swann have been largely erased from US history, but they and other Black queer leaders played central roles in monumental movements like emancipation, civil rights and LGBTQ+ pride, among others. In this tribute to forgotten icons, queer culture historian and TED Fellow Channing Gerard Joseph shares their little-known stories, connecting the origins of drag in the 1880s to the present day and exploring the awesome power to choose how we define ourselves.",Channing Gerard Joseph,2022-04-10,2023-02-01T15:57:19Z,TED2022,489,"education,social change,history,activism,United States,identity,Slavery,LGBTQIA+",1477320,
103816,The secret to making new friends as an adult,"Making friends as an adult can feel like a baffling obstacle course. Why was it so much easier to connect as kids? To help you find well-rounded and fulfilling friendships, psychologist Marisa Franco discusses science-backed tips on how to make (and keep) friends, like the optimism-inducing ""acceptance prophecy"" and the shame-reducing ""theory of chums."" Learn more about the power of platonic love and how it can help you experience the full richness and complexity of who you are. (This conversation, hosted by TED current affairs curator Whitney Pennington Rodgers, was part of an exclusive TED Membership event. Visit ted.com/membership to become a TED Member.)",Marisa G. Franco,2022-10-19,2023-02-02T15:53:22Z,TED Membership,1906,"psychology,relationships,personal growth,vulnerability,friendship,TED Membership",1927619,
